"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons without disability","2008",6.377,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Total","2008",7.563,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons with disability","2008",3.783,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons without disability","2008",7.968,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Total","2005",6.566,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons with disability","2005",4.488,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons without disability","2005",6.899,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Total","2005",6.201,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons with disability","2005",4.203,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons without disability","2005",6.47,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Total","2005",7.07,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons with disability","2005",4.772,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons without disability","2005",7.523,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Total","2002",4.615,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons with disability","2002",3.133,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons without disability","2002",4.866,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Total","2002",4.329,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons with disability","2002",2.285,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons without disability","2002",4.65,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Total","2002",4.978,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons with disability","2002",4.069,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","HIES - Living Standards Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons without disability","2002",5.147,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Total","2018",10.427,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons with disability","2018",12.421,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons without disability","2018",10.329,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Not elsewhere classified","2018",12.131,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Total","2018",9.06,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons with disability","2018",11.363,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons without disability","2018",8.927,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Not elsewhere classified","2018",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Total","2018",12.162,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons with disability","2018",13.75,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons without disability","2018",12.11,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Argentina","HS - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Not elsewhere classified","2018",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Total","2023",8.298,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons with disability","2023",7.698,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons without disability","2023",8.325,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Total","2023",7.217,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons with disability","2023",9.273,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons without disability","2023",7.104,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Total","2023",9.444,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons with disability","2023",5.003,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons without disability","2023",9.592,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Total","2022",8.262,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons with disability","2022",6.89,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons without disability","2022",8.333,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Total","2022",7.111,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons with disability","2022",6.903,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons without disability","2022",7.123,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Total","2022",9.469,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons with disability","2022",6.87,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons without disability","2022",9.579,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Total","2021",8.418,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons with disability","2021",7.451,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons without disability","2021",8.456,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Total","2021",7.578,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons with disability","2021",7.126,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons without disability","2021",7.599,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Total","2021",9.236,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons with disability","2021",7.866,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons without disability","2021",9.282,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Total","2020",8.055,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons with disability","2020",8.869,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons without disability","2020",8.03,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Total","2020",7.505,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons with disability","2020",6.612,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Persons without disability","2020",7.538,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Total","2020",8.629,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons with disability","2020",12.213,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Female","Disability status (Aggregate): Persons without disability","2020",8.537,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Total","2019",9.794,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons with disability","2019",8.376,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Total","Disability status (Aggregate): Persons without disability","2019",9.851,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","Male","Disability status (Aggregate): Total","2019",8.27,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
